employee_id,task_id,task_type,task_given_date,days_to_deadline,priority,original_completed_days,actual_hours_to_complete,is_completed,rating,perceived_difficulty,primary_skill_matching,secondary_skill_matching,ternary_skill_matching,volume_metric,dependency_score,error_risk
EMP_010,TSK_0091110,System Maintenance,2026-05-30,7,High,2.1,14.3,1,4.1,1,0.54,0.1,0.04,2,0,1
EMP_010,TSK_0091111,Bug Fix,2026-02-27,16,Low,1.7,11.1,1,5.0,2,0.5,0.35,0.09,2,2,3
EMP_010,TSK_0091112,Code Review,2025-02-22,17,Medium,,,0,,1,0.72,0.4,0.12,2,2,3
EMP_010,TSK_0091113,Bug Fix,2024-12-26,14,Low,,,0,,1,0.89,0.57,0.17,1,2,1
EMP_010,TSK_0091114,Bug Fix,2024-09-20,4,Critical,0.5,6.7,1,5.0,0,0.84,0.22,0.06,1,2,0
EMP_010,TSK_0091115,Code Review,2025-06-15,4,Critical,0.8,5.8,1,4.8,2,0.47,0.29,0.05,1,2,1
EMP_010,TSK_0091116,Code Review,2026-05-20,9,High,,,0,,2,0.91,0.43,0.1,3,3,3
EMP_010,TSK_0091117,Code Review,2025-10-02,8,High,0.8,7.2,1,5.0,2,0.69,0.21,0.07,1,1,1
EMP_010,TSK_0091118,Bug Fix,2025-06-27,13,Medium,,,0,,1,0.89,0.55,0.15,1,1,1
EMP_010,TSK_0091119,Feature Development,2025-06-30,11,Medium,0.5,6.0,1,5.0,1,0.9,0.37,0.12,1,3,2
EMP_010,TSK_0091120,Code Review,2024-09-16,26,Low,4.2,32.6,1,5.0,3,0.89,0.36,0.23,4,1,2
EMP_010,TSK_0091121,Bug Fix,2026-01-26,23,Low,,,0,,0,0.74,0.43,0.31,2,0,0
EMP_010,TSK_0091122,System Maintenance,2024-11-16,12,Medium,1.2,16.2,1,5.0,3,0.85,0.33,0.1,2,2,1
EMP_010,TSK_0091123,Bug Fix,2025-07-12,7,High,,,0,,1,0.92,0.51,0.17,2,3,1
EMP_010,TSK_0091124,Feature Development,2026-02-03,15,High,5.1,50.7,1,3.5,4,0.56,0.36,0.0,5,2,2
EMP_010,TSK_0091125,Bug Fix,2024-02-08,21,Low,1.6,15.3,1,5.0,1,0.73,0.24,0.05,3,1,1
EMP_010,TSK_0091126,Documentation,2026-04-29,13,High,,,0,,2,0.74,0.18,0.09,4,2,2
EMP_010,TSK_0091127,Feature Development,2025-07-04,12,Medium,0.5,4.9,1,5.0,1,0.87,0.38,0.07,1,2,2
EMP_010,TSK_0091128,Bug Fix,2025-04-13,20,Low,1.7,16.6,1,5.0,3,0.44,0.15,0.07,2,3,1
EMP_010,TSK_0091129,Code Review,2025-12-02,14,Low,,,0,,2,0.81,0.68,0.17,2,4,2
EMP_010,TSK_0091130,System Maintenance,2024-12-22,4,Critical,1.4,6.0,1,4.1,1,0.82,0.5,0.26,1,2,2
EMP_010,TSK_0091131,Data Pipeline,2024-10-28,23,Low,1.7,19.1,1,5.0,1,0.59,0.46,0.33,3,0,1
EMP_010,TSK_0091132,Documentation,2024-11-23,17,Low,2.9,35.3,1,5.0,3,0.87,0.43,0.11,4,2,2
EMP_010,TSK_0091133,Bug Fix,2025-07-08,12,Medium,0.9,11.5,1,5.0,2,0.72,0.54,0.13,2,1,1
EMP_010,TSK_0091134,Data Pipeline,2024-03-07,15,Medium,0.7,6.9,1,5.0,0,0.87,0.34,0.09,1,2,1
EMP_010,TSK_0091135,Data Pipeline,2025-04-23,18,Medium,2.6,18.2,1,5.0,2,0.73,0.34,0.11,2,2,3
EMP_010,TSK_0091136,Bug Fix,2026-03-14,12,Medium,3.2,22.6,1,5.0,3,0.71,0.16,0.02,3,5,2
EMP_010,TSK_0091137,Bug Fix,2024-03-26,10,High,3.4,28.4,1,5.0,2,0.75,0.18,0.05,4,3,0
EMP_010,TSK_0091138,Code Review,2024-05-17,16,Low,1.3,15.4,1,5.0,3,0.31,0.11,0.03,2,2,2
EMP_010,TSK_0091139,Feature Development,2025-10-27,10,High,1.2,12.9,1,5.0,2,0.82,0.49,0.11,2,0,1
EMP_010,TSK_0091140,Feature Development,2024-02-05,22,Low,2.1,18.8,1,5.0,2,0.47,0.14,0.05,2,2,3
EMP_010,TSK_0091141,Bug Fix,2026-01-12,22,Low,0.7,8.1,1,5.0,1,0.39,0.25,0.17,1,3,2
EMP_010,TSK_0091142,Code Review,2024-05-10,4,Critical,0.6,3.8,1,5.0,0,0.9,0.76,0.21,1,2,1
EMP_010,TSK_0091143,Documentation,2024-10-03,20,Low,,,0,,4,0.89,0.25,0.12,5,1,3
EMP_010,TSK_0091144,System Maintenance,2024-03-26,6,Critical,1.3,11.9,1,4.4,1,0.72,0.48,0.37,2,2,3
EMP_010,TSK_0091145,Feature Development,2025-06-25,3,Critical,,,0,,2,0.71,0.38,0.19,1,2,1
EMP_010,TSK_0091146,Documentation,2025-01-10,24,Low,2.6,20.1,1,5.0,3,0.57,0.34,0.14,2,2,3
EMP_010,TSK_0091147,Documentation,2024-09-14,12,Medium,2.1,16.2,1,5.0,2,0.53,0.33,0.14,2,3,3
EMP_010,TSK_0091148,Code Review,2026-04-04,19,Medium,2.7,26.7,1,4.7,2,0.65,0.42,0.09,3,2,3
EMP_010,TSK_0091149,System Maintenance,2026-05-17,8,High,0.8,11.9,1,5.0,1,0.63,0.21,0.08,2,1,1
EMP_010,TSK_0091150,Bug Fix,2025-05-28,21,Low,,,0,,3,0.8,0.47,0.17,5,3,2
EMP_010,TSK_0091151,System Maintenance,2024-07-09,19,Medium,4.3,32.0,1,5.0,3,0.82,0.29,0.14,4,3,2
EMP_010,TSK_0091152,Data Pipeline,2025-10-06,20,Low,1.4,18.6,1,5.0,3,0.49,0.25,0.01,2,3,3
EMP_010,TSK_0091153,Bug Fix,2025-03-28,9,High,,,0,,2,0.78,0.5,0.25,1,2,1
EMP_010,TSK_0091154,Feature Development,2024-05-12,22,Low,3.1,35.0,1,5.0,3,0.54,0.28,0.11,4,1,2
EMP_010,TSK_0091155,Code Review,2025-03-23,13,Medium,1.5,13.4,1,5.0,1,0.87,0.35,0.09,2,1,1
EMP_010,TSK_0091156,Feature Development,2025-08-23,16,Medium,3.2,24.6,1,5.0,1,0.83,0.29,0.06,4,2,1
EMP_010,TSK_0091157,Data Pipeline,2025-11-01,19,Medium,2.3,22.0,1,5.0,2,0.89,0.19,0.07,3,2,2
EMP_010,TSK_0091158,Documentation,2026-04-17,14,Medium,2.8,23.0,1,5.0,2,0.67,0.39,0.06,3,3,2
EMP_010,TSK_0091159,Bug Fix,2025-02-24,13,Medium,2.8,18.3,1,4.5,3,0.71,0.17,0.09,2,4,2
EMP_010,TSK_0091160,System Maintenance,2025-01-02,14,Medium,1.3,19.5,1,5.0,3,0.37,0.23,0.08,2,3,2
EMP_010,TSK_0091161,Bug Fix,2025-02-15,20,Low,3.3,27.1,1,4.7,3,0.54,0.15,0.06,3,2,2
EMP_010,TSK_0091162,Code Review,2024-11-13,15,Low,1.8,18.6,1,4.9,4,0.48,0.22,0.05,2,3,4
EMP_010,TSK_0091163,Code Review,2025-04-04,14,Medium,,,0,,1,0.73,0.43,0.21,3,1,1
EMP_010,TSK_0091164,Bug Fix,2024-11-21,10,High,1.2,20.2,1,5.0,2,0.76,0.53,0.01,3,3,1
EMP_010,TSK_0091165,Documentation,2024-08-16,25,Low,2.9,28.2,1,5.0,3,0.93,0.42,0.17,3,2,2
EMP_010,TSK_0091166,System Maintenance,2024-05-12,18,Low,0.5,5.8,1,5.0,1,0.94,0.35,0.24,1,1,1
EMP_010,TSK_0091167,Code Review,2025-10-15,7,High,0.5,9.6,1,5.0,0,0.76,0.55,0.12,2,2,1
EMP_010,TSK_0091168,Code Review,2025-04-29,19,Medium,2.5,22.3,1,5.0,2,0.94,0.28,0.08,3,1,1
EMP_010,TSK_0091169,Feature Development,2025-02-20,5,Critical,,,0,,2,0.44,0.33,0.17,2,0,2
EMP_010,TSK_0091170,Data Pipeline,2025-01-17,17,Medium,3.4,22.5,1,5.0,2,0.88,0.56,0.15,3,3,2
EMP_010,TSK_0091171,System Maintenance,2025-02-06,10,High,1.5,14.6,1,5.0,3,0.58,0.24,0.09,2,2,1
EMP_010,TSK_0091172,Feature Development,2024-11-27,22,Low,3.2,26.9,1,5.0,3,0.8,0.33,0.04,3,1,3
EMP_010,TSK_0091173,Data Pipeline,2024-04-29,17,Low,,,0,,0,0.94,0.65,0.12,1,1,1
EMP_010,TSK_0091174,Bug Fix,2026-01-13,12,Medium,1.1,13.6,1,5.0,2,0.37,0.25,0.06,2,2,3
EMP_010,TSK_0091175,Code Review,2025-09-29,13,Medium,1.3,6.2,1,5.0,1,0.64,0.29,0.06,1,3,2
EMP_010,TSK_0091176,Feature Development,2024-04-07,24,Low,2.6,25.2,1,5.0,3,0.77,0.59,0.29,3,1,2
EMP_010,TSK_0091177,Bug Fix,2026-01-28,15,Medium,1.9,17.4,1,5.0,3,0.55,0.22,0.06,2,1,3
EMP_010,TSK_0091178,Data Pipeline,2025-02-24,19,Medium,,,0,,1,0.75,0.1,0.02,3,0,1
EMP_010,TSK_0091179,Documentation,2025-04-24,15,Medium,2.1,19.0,1,5.0,3,0.33,0.27,0.04,2,2,2
EMP_010,TSK_0091180,Bug Fix,2025-01-04,15,Medium,0.6,11.3,1,5.0,2,0.57,0.36,0.15,1,2,2
EMP_010,TSK_0091181,Documentation,2024-03-31,19,Medium,3.6,34.8,1,4.9,3,0.72,0.4,0.18,4,2,2
EMP_010,TSK_0091182,Code Review,2024-09-01,23,Low,1.6,15.7,1,5.0,3,0.71,0.46,0.06,2,4,4
EMP_010,TSK_0091183,Documentation,2025-05-20,20,Low,,,0,,3,0.16,0.06,0.01,2,2,3
EMP_010,TSK_0091184,Code Review,2025-01-10,14,Low,1.5,16.2,1,5.0,1,0.75,0.6,0.27,2,1,1
EMP_010,TSK_0091185,Feature Development,2024-10-09,10,Medium,,,0,,1,0.88,0.6,0.37,1,1,1
EMP_010,TSK_0091186,Code Review,2024-04-30,12,Medium,0.8,8.0,1,5.0,1,0.53,0.42,0.11,1,1,0
EMP_010,TSK_0091187,Bug Fix,2026-03-03,7,High,1.1,14.6,1,5.0,2,0.58,0.28,0.14,2,1,3
EMP_010,TSK_0091188,Feature Development,2024-03-02,13,Medium,3.2,25.7,1,4.5,3,0.72,0.28,0.05,3,2,3
EMP_010,TSK_0091189,Bug Fix,2025-02-08,9,Critical,5.2,50.0,1,2.8,4,0.63,0.32,0.06,5,3,3
EMP_010,TSK_0091190,Feature Development,2024-02-26,17,Medium,2.5,25.1,1,5.0,1,0.68,0.54,0.1,4,3,1
EMP_010,TSK_0091191,Bug Fix,2024-12-10,15,Medium,,,0,,4,0.54,0.2,0.15,5,2,3
EMP_010,TSK_0091192,Documentation,2026-01-22,12,Medium,0.5,3.8,1,5.0,1,0.58,0.44,0.13,1,1,3
EMP_010,TSK_0091193,System Maintenance,2024-02-16,24,Low,3.4,35.3,1,5.0,3,0.72,0.56,0.05,4,1,4
EMP_010,TSK_0091194,Documentation,2025-09-18,9,High,2.0,14.5,1,4.5,2,0.55,0.23,0.06,2,1,2
EMP_010,TSK_0091195,Bug Fix,2024-02-23,22,Low,0.9,13.3,1,5.0,2,0.76,0.19,0.09,2,1,1
EMP_010,TSK_0091196,Code Review,2024-10-29,16,Low,4.6,43.2,1,4.5,5,0.48,0.18,0.05,4,5,4
EMP_010,TSK_0091197,Documentation,2026-03-26,14,Medium,4.1,30.0,1,4.5,2,0.66,0.45,0.1,4,2,2
EMP_010,TSK_0091198,Data Pipeline,2024-11-30,12,Low,,,0,,0,0.83,0.21,0.09,1,2,0
EMP_010,TSK_0091199,Feature Development,2026-05-27,7,Critical,,,0,,3,0.69,0.2,0.12,3,3,2
EMP_010,TSK_0091200,Code Review,2025-08-03,14,Medium,0.5,2.7,1,5.0,2,0.88,0.38,0.11,1,2,1
EMP_010,TSK_0091201,Bug Fix,2025-06-02,7,High,1.5,10.7,1,5.0,1,0.87,0.58,0.11,2,1,0
EMP_010,TSK_0091202,Documentation,2025-06-29,24,Low,2.6,21.4,1,5.0,3,0.65,0.39,0.15,3,2,3
EMP_010,TSK_0091203,Feature Development,2025-06-10,14,Medium,0.6,9.9,1,5.0,0,0.74,0.45,0.11,1,1,0
EMP_010,TSK_0091204,Bug Fix,2024-05-02,13,Medium,1.5,16.3,1,5.0,2,0.71,0.26,0.06,2,2,2
EMP_010,TSK_0091205,Code Review,2024-01-18,9,High,2.4,20.3,1,3.6,2,0.82,0.62,0.15,3,3,3
EMP_010,TSK_0091206,Documentation,2025-06-15,5,Critical,1.9,15.8,1,4.5,2,0.67,0.29,0.23,2,1,1
EMP_010,TSK_0091207,Bug Fix,2025-06-15,10,Medium,0.5,5.7,1,5.0,1,0.5,0.23,0.07,1,2,2
EMP_010,TSK_0091208,Feature Development,2025-11-11,15,Medium,3.3,43.2,1,4.7,3,0.73,0.42,0.1,5,2,3
EMP_010,TSK_0091209,Code Review,2024-01-01,12,Medium,2.0,20.6,1,5.0,2,0.33,0.17,0.07,2,2,4
EMP_010,TSK_0091210,System Maintenance,2024-11-01,11,High,6.1,56.1,1,3.6,5,0.88,0.37,0.14,5,2,3
EMP_010,TSK_0091211,Bug Fix,2024-03-19,13,Medium,1.3,13.7,1,5.0,2,0.95,0.69,0.28,2,3,2
EMP_010,TSK_0091212,Data Pipeline,2025-06-15,15,Medium,,,0,,2,0.75,0.2,0.03,3,1,1
EMP_010,TSK_0091213,Bug Fix,2025-09-11,13,Medium,2.2,13.7,1,5.0,1,0.74,0.52,0.04,2,1,1
EMP_010,TSK_0091214,System Maintenance,2025-06-05,16,Medium,,,0,,2,0.75,0.52,0.07,2,2,3
EMP_010,TSK_0091215,Feature Development,2024-03-01,7,High,,,0,,1,0.72,0.27,0.02,2,3,2
EMP_010,TSK_0091216,Bug Fix,2026-03-04,15,Medium,1.4,22.7,1,5.0,2,0.5,0.34,0.05,3,2,2
EMP_010,TSK_0091217,Feature Development,2024-04-03,13,Medium,0.5,9.3,1,5.0,0,0.74,0.58,0.16,1,4,0
EMP_010,TSK_0091218,Bug Fix,2026-01-26,20,Low,0.7,4.3,1,5.0,1,0.84,0.22,0.08,1,1,1
EMP_010,TSK_0091219,Bug Fix,2026-03-02,20,Low,2.1,14.0,1,5.0,1,0.99,0.45,0.12,2,2,1
EMP_010,TSK_0091220,Code Review,2025-04-19,11,High,,,0,,2,0.66,0.37,0.08,3,0,1
EMP_010,TSK_0091221,System Maintenance,2026-04-17,20,Low,1.8,16.2,1,5.0,1,0.89,0.17,0.06,3,1,0
EMP_010,TSK_0091222,Feature Development,2026-03-22,18,Low,0.5,1.9,1,5.0,1,0.69,0.47,0.05,1,2,1
EMP_010,TSK_0091223,Documentation,2024-04-05,19,Medium,3.5,26.5,1,5.0,2,0.85,0.55,0.15,3,1,1
EMP_010,TSK_0091224,Documentation,2026-02-13,12,Medium,0.8,10.3,1,5.0,0,0.62,0.25,0.01,2,1,1
EMP_010,TSK_0091225,Bug Fix,2024-07-16,26,Low,3.7,30.9,1,4.5,2,0.55,0.19,0.08,4,4,4
EMP_010,TSK_0091226,Feature Development,2025-12-14,3,Critical,1.0,5.9,1,4.3,1,0.85,0.6,0.12,1,3,2
EMP_010,TSK_0091227,System Maintenance,2024-04-23,22,Low,1.9,20.4,1,5.0,2,0.86,0.48,0.22,3,2,1
EMP_010,TSK_0091228,Bug Fix,2024-12-16,22,Medium,,,0,,5,0.43,0.23,0.03,5,2,3
EMP_010,TSK_0091229,Code Review,2025-09-19,7,Critical,2.6,25.0,1,4.0,2,0.85,0.51,0.13,3,4,2
EMP_010,TSK_0091230,Data Pipeline,2024-02-03,15,Medium,0.5,7.2,1,5.0,1,0.89,0.41,0.05,1,3,2
EMP_010,TSK_0091231,Feature Development,2026-05-31,16,Low,1.8,14.4,1,5.0,2,0.69,0.23,0.12,2,1,0
EMP_010,TSK_0091232,System Maintenance,2025-12-07,15,Medium,,,0,,2,0.73,0.21,0.04,4,2,2
EMP_010,TSK_0091233,Code Review,2026-03-21,15,Medium,,,0,,4,0.87,0.35,0.1,5,3,3
EMP_010,TSK_0091234,System Maintenance,2024-02-27,14,Medium,3.0,15.2,1,5.0,2,0.9,0.33,0.06,2,3,2
EMP_010,TSK_0091235,Code Review,2026-04-23,10,Medium,,,0,,1,0.87,0.15,0.02,2,2,2
EMP_010,TSK_0091236,Feature Development,2024-04-26,12,Medium,,,0,,4,0.43,0.08,0.01,2,2,2
EMP_010,TSK_0091237,Documentation,2025-02-15,5,Critical,1.6,8.5,1,5.0,0,0.8,0.26,0.03,2,1,0
EMP_010,TSK_0091238,System Maintenance,2025-06-15,14,High,,,0,,2,0.87,0.26,0.04,5,4,3
EMP_010,TSK_0091239,Feature Development,2025-06-18,23,Low,,,0,,2,0.91,0.5,0.21,2,1,0
EMP_010,TSK_0091240,Data Pipeline,2024-10-31,8,High,,,0,,0,0.89,0.3,0.1,2,0,1
EMP_010,TSK_0091241,Documentation,2024-01-19,10,High,3.9,31.8,1,3.7,2,0.83,0.59,0.14,4,3,3
EMP_010,TSK_0091242,Feature Development,2024-10-09,21,Low,1.4,3.4,1,5.0,1,0.37,0.08,0.03,1,2,2
EMP_010,TSK_0091243,Bug Fix,2024-02-16,12,Medium,2.1,13.9,1,5.0,1,0.86,0.57,0.23,2,2,3
EMP_010,TSK_0091244,Feature Development,2025-01-19,11,Medium,1.5,14.9,1,5.0,1,0.73,0.38,0.15,2,2,1
EMP_010,TSK_0091245,Data Pipeline,2024-08-30,22,Low,1.7,16.3,1,5.0,2,0.61,0.13,0.01,2,3,1
EMP_010,TSK_0091246,Bug Fix,2026-05-24,10,High,4.0,36.4,1,3.7,4,0.58,0.32,0.07,4,2,3
EMP_010,TSK_0091247,Code Review,2026-04-02,20,Low,0.6,2.5,1,5.0,1,0.92,0.49,0.17,1,2,2
EMP_010,TSK_0091248,Code Review,2025-06-21,17,Low,2.8,25.5,1,5.0,3,0.68,0.34,0.04,3,2,1
EMP_010,TSK_0091249,Documentation,2024-07-10,12,High,5.3,47.4,1,3.5,4,0.74,0.55,0.18,5,3,1
EMP_010,TSK_0091250,System Maintenance,2025-06-13,9,Medium,1.6,4.6,1,5.0,1,0.89,0.68,0.24,1,2,1
EMP_010,TSK_0091251,Documentation,2026-03-13,20,Medium,6.6,56.2,1,3.8,5,0.56,0.16,0.01,5,2,3
EMP_010,TSK_0091252,Code Review,2025-02-07,16,Low,1.0,7.2,1,5.0,0,0.79,0.28,0.09,1,0,0
EMP_010,TSK_0091253,Data Pipeline,2025-04-02,12,Medium,2.9,24.5,1,4.4,3,0.44,0.37,0.07,3,2,3
EMP_010,TSK_0091254,Documentation,2025-06-09,19,Medium,3.6,30.1,1,4.9,3,0.43,0.2,0.03,3,4,4
EMP_010,TSK_0091255,Data Pipeline,2025-02-18,15,Medium,1.4,12.1,1,5.0,1,0.75,0.64,0.17,2,2,2
EMP_010,TSK_0091256,Documentation,2025-09-27,12,Medium,,,0,,3,0.64,0.37,0.21,2,2,3
EMP_010,TSK_0091257,Documentation,2024-12-05,15,Medium,4.4,36.0,1,4.0,2,0.6,0.43,0.32,5,3,2
EMP_010,TSK_0091258,Bug Fix,2024-01-12,18,Medium,,,0,,2,0.67,0.24,0.13,3,1,2
EMP_010,TSK_0091259,Bug Fix,2025-10-13,21,Low,0.5,5.9,1,5.0,2,0.7,0.3,0.07,1,3,4
EMP_010,TSK_0091260,System Maintenance,2025-12-01,12,Medium,1.7,16.0,1,5.0,2,0.81,0.44,0.07,2,1,1
EMP_010,TSK_0091261,Feature Development,2025-03-23,17,Medium,4.1,33.8,1,4.6,2,0.7,0.28,0.07,4,1,2
EMP_010,TSK_0091262,Bug Fix,2024-06-26,18,Medium,4.6,46.0,1,4.4,4,0.62,0.18,0.05,5,3,2
EMP_010,TSK_0091263,Bug Fix,2024-08-07,8,Critical,4.7,35.1,1,3.7,3,0.51,0.31,0.15,4,3,4
EMP_010,TSK_0091264,Documentation,2026-03-07,14,Medium,2.0,15.6,1,4.5,2,0.32,0.17,0.03,2,3,3
EMP_010,TSK_0091265,Bug Fix,2024-07-26,6,Critical,,,0,,1,0.88,0.7,0.23,2,2,0
EMP_010,TSK_0091266,Documentation,2026-05-29,13,Medium,1.4,13.5,1,5.0,2,0.94,0.36,0.07,2,2,3
EMP_010,TSK_0091267,Code Review,2026-01-25,14,Low,0.7,8.7,1,5.0,2,0.43,0.2,0.1,1,3,3
EMP_010,TSK_0091268,Bug Fix,2024-11-23,14,Medium,3.4,18.6,1,4.3,3,0.43,0.29,0.04,2,3,4
EMP_010,TSK_0091269,Bug Fix,2024-03-15,12,Medium,,,0,,2,0.92,0.13,0.06,3,2,2
EMP_010,TSK_0091270,Bug Fix,2026-04-05,14,Low,2.4,13.8,1,4.8,2,0.76,0.6,0.38,2,4,2
EMP_010,TSK_0091271,Feature Development,2025-10-05,14,Medium,1.4,16.0,1,5.0,2,0.65,0.43,0.2,2,3,2
EMP_010,TSK_0091272,Code Review,2024-04-02,17,Medium,3.8,27.9,1,4.9,4,0.81,0.59,0.07,3,3,4
EMP_010,TSK_0091273,Bug Fix,2025-12-04,19,Low,,,0,,1,0.82,0.43,0.08,2,1,3
EMP_010,TSK_0091274,Documentation,2025-11-01,7,Critical,1.7,18.6,1,4.5,2,0.71,0.66,0.17,3,1,1
EMP_010,TSK_0091275,System Maintenance,2025-01-29,12,Medium,,,0,,1,0.7,0.19,0.06,1,2,2
EMP_010,TSK_0091276,Data Pipeline,2025-07-22,9,Medium,1.4,8.7,1,5.0,1,0.82,0.2,0.05,1,3,2
EMP_010,TSK_0091277,Documentation,2024-05-05,6,High,0.7,4.8,1,5.0,0,0.96,0.56,0.31,1,4,1
EMP_010,TSK_0091278,System Maintenance,2025-03-22,9,High,1.5,16.4,1,5.0,2,0.96,0.44,0.32,2,1,0
EMP_010,TSK_0091279,Code Review,2024-11-03,8,Critical,3.3,30.2,1,3.3,2,0.65,0.41,0.02,4,2,3
EMP_010,TSK_0091280,Documentation,2025-01-14,17,Medium,4.0,35.1,1,5.0,3,0.74,0.09,0.05,4,2,2
EMP_010,TSK_0091281,Documentation,2025-06-17,11,High,,,0,,3,0.96,0.62,0.06,4,1,2
EMP_010,TSK_0091282,System Maintenance,2025-03-25,12,Medium,1.8,19.8,1,5.0,1,0.76,0.53,0.32,3,1,1
EMP_010,TSK_0091283,Code Review,2024-04-06,6,Critical,1.7,11.2,1,4.7,1,0.75,0.27,0.13,2,1,1
EMP_010,TSK_0091284,Feature Development,2025-10-19,16,Medium,,,0,,2,0.9,0.33,0.05,2,3,2
EMP_010,TSK_0091285,Bug Fix,2024-08-01,20,Low,3.6,37.1,1,4.9,4,0.54,0.24,0.1,4,1,3
EMP_010,TSK_0091286,Feature Development,2024-08-30,14,Low,2.8,11.9,1,4.9,2,0.65,0.51,0.22,2,1,2
EMP_010,TSK_0091287,Documentation,2025-04-22,4,Critical,,,0,,1,0.92,0.18,0.03,1,3,1
EMP_010,TSK_0091288,Documentation,2025-10-02,22,Low,1.6,11.5,1,5.0,2,0.92,0.59,0.47,2,3,2
EMP_010,TSK_0091289,Bug Fix,2024-08-21,15,Medium,0.9,9.2,1,5.0,2,0.58,0.3,0.13,1,1,2
EMP_010,TSK_0091290,Data Pipeline,2024-09-26,15,Medium,0.9,5.8,1,5.0,2,0.85,0.55,0.25,1,2,1
EMP_010,TSK_0091291,System Maintenance,2024-04-16,13,Low,1.9,18.2,1,4.9,4,0.38,0.21,0.06,2,4,2
EMP_010,TSK_0091292,Documentation,2025-06-11,13,Medium,3.4,24.9,1,4.3,3,0.64,0.37,0.07,3,2,2
EMP_010,TSK_0091293,Bug Fix,2024-07-09,18,Medium,2.2,25.5,1,5.0,3,0.5,0.26,0.06,3,3,3
EMP_010,TSK_0091294,Code Review,2025-08-04,7,High,,,0,,1,0.95,0.48,0.36,2,1,2
EMP_010,TSK_0091295,System Maintenance,2024-01-27,14,Medium,3.1,23.1,1,4.8,1,0.93,0.51,0.28,4,3,2
EMP_010,TSK_0091296,Feature Development,2024-10-07,18,Low,2.4,21.0,1,5.0,3,0.72,0.34,0.08,3,3,2
EMP_010,TSK_0091297,Code Review,2026-02-16,14,Low,0.9,8.2,1,5.0,1,0.76,0.23,0.07,1,0,1
EMP_010,TSK_0091298,Bug Fix,2024-03-02,14,Medium,1.5,17.9,1,5.0,3,0.57,0.1,0.04,2,4,3
EMP_010,TSK_0091299,Data Pipeline,2025-08-23,19,Low,,,0,,3,0.64,0.4,0.2,4,4,1
EMP_010,TSK_0091300,Data Pipeline,2026-03-03,13,Low,0.5,4.0,1,5.0,0,0.75,0.48,0.2,1,1,0
EMP_010,TSK_0091301,Feature Development,2024-01-24,15,Medium,2.3,22.3,1,5.0,2,0.78,0.25,0.12,3,3,1
EMP_010,TSK_0091302,Feature Development,2024-04-18,23,Low,4.1,38.5,1,5.0,4,0.79,0.44,0.07,4,1,2
EMP_010,TSK_0091303,Bug Fix,2025-07-26,19,Low,1.8,9.2,1,5.0,0,0.77,0.52,0.18,2,3,1
EMP_010,TSK_0091304,Feature Development,2025-06-16,12,Medium,,,0,,2,0.64,0.49,0.33,2,1,0
EMP_010,TSK_0091305,Documentation,2025-02-27,7,Critical,2.5,23.5,1,4.0,2,0.87,0.09,0.06,3,3,3
EMP_010,TSK_0091306,Bug Fix,2024-04-09,13,High,3.9,36.8,1,3.1,4,0.33,0.16,0.07,4,2,4
EMP_010,TSK_0091307,Bug Fix,2024-12-04,16,Low,2.9,23.1,1,5.0,3,0.85,0.31,0.1,3,1,2
EMP_010,TSK_0091308,Documentation,2024-06-16,10,Medium,,,0,,1,0.55,0.39,0.2,1,1,2
EMP_010,TSK_0091309,Code Review,2024-01-22,23,Low,1.8,13.9,1,5.0,1,0.69,0.31,0.19,2,1,1
EMP_010,TSK_0091310,System Maintenance,2025-04-05,18,Medium,2.1,21.6,1,5.0,1,0.73,0.51,0.12,3,2,1
EMP_010,TSK_0091311,Feature Development,2025-03-11,18,Medium,,,0,,4,0.84,0.36,0.23,5,3,3
EMP_010,TSK_0091312,Bug Fix,2024-12-29,13,Low,0.8,13.3,1,5.0,3,0.83,0.13,0.07,2,4,3
EMP_010,TSK_0091313,Documentation,2024-08-28,14,Medium,,,0,,4,0.44,0.21,0.03,2,5,3
EMP_010,TSK_0091314,Bug Fix,2024-08-18,25,Low,2.5,23.6,1,5.0,3,0.56,0.24,0.03,3,3,3
EMP_010,TSK_0091315,Bug Fix,2026-01-08,11,Medium,0.5,1.8,1,5.0,0,0.7,0.53,0.34,1,1,1
EMP_010,TSK_0091316,Code Review,2024-03-05,19,Medium,3.2,27.1,1,5.0,3,0.68,0.1,0.04,3,3,2
EMP_010,TSK_0091317,Code Review,2024-12-15,8,High,1.4,15.2,1,4.7,2,0.53,0.4,0.13,2,2,3
EMP_010,TSK_0091318,Feature Development,2026-03-30,13,Medium,1.2,8.9,1,5.0,1,0.56,0.17,0.03,2,1,0
EMP_010,TSK_0091319,Code Review,2026-02-11,11,Medium,1.8,18.4,1,4.6,3,0.59,0.15,0.05,2,2,3
EMP_010,TSK_0091320,Data Pipeline,2026-03-23,17,Medium,1.4,9.2,1,5.0,2,0.95,0.47,0.04,2,3,1
EMP_010,TSK_0091321,Documentation,2026-03-06,21,Low,1.6,15.5,1,5.0,2,0.71,0.41,0.11,2,1,0
EMP_010,TSK_0091322,Code Review,2025-06-09,13,Medium,1.0,14.6,1,5.0,2,0.54,0.14,0.03,2,2,3
EMP_010,TSK_0091323,Feature Development,2025-07-06,10,Medium,1.3,11.0,1,5.0,1,0.77,0.59,0.27,2,2,1
EMP_010,TSK_0091324,Code Review,2025-11-23,15,Medium,2.0,18.7,1,5.0,2,0.62,0.46,0.24,2,0,2
